Date,Open,High,Low,Close,Adj Close,Volume
2019-05-20,15.340000,15.670000,15.230000,15.390000,15.390000,9075900
2019-05-21,15.530000,16.620001,15.530000,16.620001,16.620001,15316600
2019-05-22,16.850000,17.430000,16.459999,17.139999,17.139999,18878600
2019-05-23,16.900000,17.309999,16.750000,16.950001,16.950001,12286600
2019-05-24,17.219999,17.450001,17.200001,17.230000,17.230000,9989100
2019-05-27,17.700001,18.200001,17.480000,18.200001,18.200001,11218600
2019-05-28,18.000000,18.270000,17.430000,17.430000,17.430000,23549200
2019-05-29,17.000000,17.200001,16.530001,16.709999,16.709999,16885900
2019-05-30,16.670000,17.299999,16.670000,16.900000,16.900000,11899800
2019-05-31,16.690001,16.820000,16.510000,16.540001,16.540001,8223100
2019-06-03,16.530001,16.600000,15.890000,16.080000,16.080000,10675500
2019-06-04,16.360001,16.870001,16.350000,16.790001,16.790001,10449100
2019-06-05,17.000000,17.129999,16.129999,16.180000,16.180000,11857300
2019-06-06,16.379999,16.730000,16.170000,16.600000,16.600000,7952200
2019-06-07,16.709999,16.969999,16.520000,16.590000,16.590000,6801400
2019-06-10,16.650000,17.290001,16.590000,17.240000,17.240000,9438800
2019-06-11,17.750000,18.240000,17.730000,18.219999,18.219999,16358400
2019-06-12,18.100000,18.200001,17.070000,17.200001,17.200001,19143400
2019-06-13,17.500000,17.600000,17.090000,17.120001,17.120001,11091500
2019-06-14,17.120001,17.160000,16.520000,16.770000,16.770000,9984200
2019-06-17,16.549999,16.549999,16.309999,16.370001,16.370001,6845700
2019-06-18,16.900000,17.150000,16.709999,16.889999,16.889999,13067700
2019-06-19,17.129999,17.299999,16.450001,16.600000,16.600000,15232900
