Date,Open,High,Low,Close,Adj Close,Volume
2017-12-15,15.410000,16.120001,15.250000,16.000000,13.857012,49278500
2017-12-18,16.150000,16.280001,15.710000,16.049999,13.900314,7464200
2017-12-19,16.049999,16.250000,15.700000,15.950000,13.813708,4742200
2017-12-20,15.960000,16.490000,15.960000,16.350000,14.160134,4956300
2017-12-21,16.320000,17.230000,16.320000,16.600000,14.376650,15236900
2017-12-22,16.549999,17.000000,16.450001,16.700001,14.463257,2934200
2017-12-25,16.700001,16.700001,16.700001,16.700001,14.463257,0
2017-12-26,16.719999,16.900000,16.240000,16.719999,14.480577,1084300
2017-12-27,16.700001,16.750000,16.629999,16.750000,14.506558,553900
2017-12-28,16.750000,17.100000,16.670000,17.100000,14.809681,1838200
2017-12-29,17.100000,17.100000,17.100000,17.100000,14.809681,0
2018-01-02,17.000000,17.440001,16.750000,17.230000,14.922269,3689600
2018-01-03,17.129999,17.450001,17.049999,17.299999,14.982892,7242200
2018-01-04,17.250000,17.430000,17.100000,17.200001,14.896290,1458600
2018-01-05,17.180000,17.500000,17.080000,17.500000,15.156107,3257800
2018-01-08,17.420000,17.459999,17.129999,17.400000,15.069501,3398500
2018-01-09,17.400000,17.400000,17.160000,17.400000,15.069501,3093400
2018-01-10,17.370001,17.450001,17.059999,17.250000,14.939590,5538800
2018-01-11,17.299999,17.379999,17.090000,17.150000,14.852983,1076200
2018-01-12,17.000000,17.240000,16.570000,17.070000,14.783700,2609200
2018-01-15,17.280001,17.570000,17.110001,17.570000,15.216731,608900
2018-01-16,17.629999,17.850000,17.440001,17.580000,15.225391,4828100
2018-01-17,17.580000,17.750000,17.309999,17.750000,15.372622,3530100
2018-01-18,17.750000,17.900000,17.580000,17.900000,15.502532,1925400
2018-01-19,17.799999,17.900000,17.639999,17.900000,15.502532,1528500
2018-01-22,17.799999,17.900000,17.600000,17.629999,15.268694,981600
2018-01-23,18.000000,18.190001,17.879999,18.000000,15.589138,4637700
2018-01-24,18.150000,19.700001,18.100000,19.100000,16.541809,3397300
2018-01-25,19.100000,19.100000,19.100000,19.100000,16.541809,0
2018-01-26,19.299999,19.799999,19.129999,19.650000,17.018141,6020100
2018-01-29,19.600000,20.200001,19.450001,20.100000,17.407869,8861300
2018-01-30,20.160000,20.400000,19.959999,20.100000,17.407869,3436400
2018-01-31,20.270000,21.110001,20.250000,21.000000,18.187328,7566200
2018-02-01,21.299999,22.000000,21.299999,21.650000,18.750271,2905600
2018-02-02,20.930000,21.150000,20.790001,21.000000,18.692636,1789300
2018-02-05,20.950001,20.950001,20.200001,20.200001,17.980537,2430100
2018-02-06,19.750000,20.389999,19.389999,20.320000,18.087351,1824000
2018-02-07,20.340000,20.780001,19.870001,20.260000,18.033943,2391300
2018-02-08,20.350000,20.820000,20.230000,20.820000,18.532415,4325800
2018-02-09,20.799999,20.799999,20.150000,20.240000,18.016140,4344300
2018-02-14,20.719999,21.400000,20.260000,21.170000,18.843958,2739300
2018-02-15,21.219999,21.870001,21.219999,21.650000,19.271219,4821400
2018-02-16,21.540001,21.980000,21.540001,21.840000,19.440342,2047900
2018-02-19,21.950001,22.000000,21.629999,21.900000,19.493748,622300
2018-02-20,21.799999,21.980000,21.410000,21.969999,19.556057,3916300
2018-02-21,21.830000,22.000000,21.760000,21.900000,19.493748,2284200
2018-02-22,21.900000,22.110001,21.799999,22.010000,19.591663,3044700
2018-02-23,22.120001,22.299999,21.610001,21.870001,19.467047,1368600
2018-02-26,22.000000,22.490000,21.820000,22.070000,19.645071,1839300
2018-02-27,22.000000,22.600000,21.830000,22.530001,20.054529,1883500
2018-02-28,22.600000,22.840000,22.090000,22.090000,19.662872,1606400
2018-03-01,22.200001,22.600000,21.850000,22.600000,20.116838,2299000
2018-03-02,22.200001,22.350000,21.850000,22.250000,19.805294,968700
2018-03-05,22.250000,22.549999,22.200001,22.500000,20.027824,854500
2018-03-06,22.520000,22.670000,22.190001,22.480000,20.010023,1270000
2018-03-07,22.500000,22.700001,21.700001,22.299999,19.849800,2576100
2018-03-08,22.299999,22.540001,21.740000,21.740000,19.351330,4401900
2018-03-09,21.740000,22.040001,21.430000,21.950001,19.538256,4633500
2018-03-12,22.299999,22.450001,22.070000,22.200001,19.760788,3619600
2018-03-13,22.309999,22.549999,22.230000,22.450001,19.983320,3913300
2018-03-14,23.299999,23.709999,22.500000,22.629999,20.143541,12417800
2018-03-15,22.700001,23.160000,22.260000,22.900000,20.383875,3858200
2018-03-16,22.990000,22.990000,22.129999,22.590000,20.107937,4757100
2018-03-19,22.490000,22.530001,22.250000,22.530001,20.054529,1818600
2018-03-20,22.480000,22.500000,22.290001,22.420000,19.956615,694700
2018-03-21,22.350000,23.150000,22.200001,23.150000,20.606405,4175000
2018-03-22,23.049999,23.450001,22.870001,23.400000,20.828938,1364100
2018-03-23,23.170000,23.480000,22.730000,23.200001,20.650913,963200
2018-03-26,23.440001,24.549999,23.309999,24.209999,21.549938,2467100
2018-03-27,24.389999,24.430000,23.040001,23.709999,21.104877,2459300
2018-03-28,23.760000,23.900000,22.830000,22.889999,20.374973,2062100
2018-03-29,23.139999,23.360001,22.809999,23.090000,20.552999,4495300
2018-04-02,23.090000,23.330000,22.350000,22.350000,19.894306,1067600
2018-04-03,22.580000,22.690001,22.240000,22.459999,19.992220,1279700
2018-04-04,22.059999,22.459999,21.559999,22.290001,19.840899,2380500
2018-04-05,22.990000,23.250000,22.500000,22.670000,20.179148,4289600
2018-04-06,22.670000,23.400000,22.410000,23.219999,20.668715,1673900
2018-04-09,23.500000,23.900000,23.209999,23.400000,20.828938,2609000
2018-04-10,23.700001,23.990000,23.440001,23.500000,20.917952,2783700
2018-04-11,23.400000,23.580000,23.139999,23.420000,20.846741,2503700
2018-04-12,23.469999,23.469999,23.059999,23.299999,20.739925,3943900
2018-04-13,23.340000,23.480000,22.920000,23.200001,20.650913,2560800
2018-04-16,23.200001,23.200001,22.200001,22.299999,19.849800,3922300
2018-04-17,22.490000,22.490000,21.809999,22.040001,19.618368,3482600
2018-04-18,22.180000,22.850000,22.180000,22.480000,20.010023,3248100
2018-04-19,22.639999,23.260000,22.420000,23.000000,20.472887,4197800
2018-04-20,22.950001,23.410000,22.730000,22.730000,20.232553,1677900
2018-04-23,22.690001,23.059999,22.500000,22.750000,20.250357,861500
2018-04-24,22.900000,23.190001,22.100000,22.299999,19.849800,3790900
2018-04-25,22.299999,22.480000,21.709999,21.889999,19.484848,3153200
2018-04-26,21.549999,22.190001,21.510000,22.100000,19.671774,8824000
2018-04-27,22.190001,22.799999,22.059999,22.690001,20.196951,5697000
2018-04-30,22.799999,23.049999,22.480000,22.959999,20.437281,2127000
2018-05-02,22.879999,23.450001,22.740000,23.100000,20.561901,3070000
2018-05-03,23.100000,23.309999,22.120001,22.370001,19.912109,4358400
2018-05-04,22.490000,22.500000,21.430000,21.870001,19.467047,7089700
2018-05-07,22.200001,22.200001,21.260000,21.799999,19.404737,3353900
2018-05-08,21.900000,22.000000,20.680000,20.959999,18.657030,8024600
2018-05-09,21.049999,21.350000,20.299999,21.299999,18.959673,8896600
2018-05-10,21.360001,21.950001,21.219999,21.320000,18.977476,9374600
2018-05-11,21.400000,21.510000,20.600000,21.200001,18.870663,2269400
2018-05-14,21.299999,21.590000,20.530001,20.900000,18.603622,3699100
2018-05-15,20.900000,21.389999,20.760000,21.250000,18.915169,7353300
2018-05-16,21.500000,21.580000,20.820000,21.299999,18.959673,2791000
2018-05-17,21.200001,21.290001,20.010000,20.200001,17.980537,2648700
2018-05-18,20.000000,20.000000,19.180000,19.629999,17.473164,5283500
2018-05-21,19.830000,20.120001,19.090000,19.540001,17.393055,2258300
2018-05-22,19.600000,19.900000,19.309999,19.830000,17.651190,4995700
2018-05-23,19.830000,19.889999,19.420000,19.650000,17.490967,3872500
2018-05-24,18.000000,19.250000,17.850000,18.920000,16.841175,4534600
2018-05-25,19.100000,19.690001,18.309999,18.650000,16.600842,5862700
2018-05-28,18.180000,18.190001,16.500000,16.500000,14.687072,5377200
2018-05-29,17.120001,18.049999,17.020000,17.660000,15.719618,6930700
2018-05-30,17.850000,18.950001,17.290001,18.200001,16.200285,41308600
2018-06-01,18.690001,19.330000,16.110001,17.000000,15.132133,11513500
2018-06-04,17.639999,18.299999,17.370001,18.209999,16.209185,6522800
2018-06-05,18.049999,18.370001,17.600000,17.910000,15.942149,8952500
2018-06-06,17.830000,19.040001,17.830000,18.830000,16.761065,5918500
2018-06-07,18.250000,18.440001,17.010000,17.959999,15.986653,7585100
2018-06-08,17.950001,18.340000,17.020000,17.379999,15.470381,2706400
2018-06-11,17.690001,17.700001,16.760000,17.139999,15.256751,3499500
2018-06-12,17.389999,17.440001,17.080000,17.260000,15.363567,1592700
2018-06-13,17.160000,17.309999,16.330000,16.889999,15.034221,2275500
2018-06-14,17.090000,17.090000,16.540001,16.700001,14.865098,2030000
2018-06-15,16.750000,16.980000,16.430000,16.559999,14.740479,2799500
2018-06-18,16.770000,17.100000,16.020000,16.809999,14.963011,1880900
2018-06-19,16.430000,17.840000,16.410000,17.840000,15.879841,2490200
2018-06-20,17.990000,18.200001,17.020000,17.370001,15.461481,2714900
2018-06-21,17.150000,17.200001,16.559999,16.969999,15.105431,1963500
