Date,Open,High,Low,Close,Adj Close,Volume
2019-05-20,45.150002,46.840000,44.910000,46.570000,46.028259,13086100
2019-05-21,46.910000,49.380001,46.910000,49.230000,48.657314,14208300
2019-05-22,49.299999,49.500000,48.400002,48.820000,48.662136,8206200
2019-05-23,48.570000,49.360001,48.270000,48.900002,48.741882,8934600
2019-05-24,49.380001,49.799999,49.049999,49.619999,49.459549,9273900
2019-05-27,49.990002,50.980000,49.990002,50.590000,50.426414,7641500
2019-05-28,50.689999,51.849998,50.459999,51.250000,51.084282,15991100
2019-05-29,50.930000,51.680000,50.630001,51.200001,51.034443,11061200
2019-05-30,51.099998,52.000000,51.060001,51.950001,51.782017,9018800
2019-05-31,51.700001,52.580002,51.130001,51.849998,51.682339,10164600
2019-06-03,52.220001,52.549999,51.650002,52.090000,51.921566,7692400
2019-06-04,52.299999,52.939999,52.020000,52.939999,52.768814,11404900
2019-06-05,52.860001,52.939999,51.189999,51.480000,51.313538,9256500
2019-06-06,52.070000,52.860001,51.450001,52.790001,52.619301,7979900
2019-06-07,52.910000,53.119999,52.360001,52.360001,52.190693,6909100
2019-06-10,52.049999,52.200001,50.970001,51.869999,51.702274,9141300
2019-06-11,52.400002,52.900002,51.840000,52.900002,52.728947,13132800
2019-06-12,52.880001,53.000000,51.919998,52.259998,52.259998,8819600
2019-06-13,52.250000,52.669998,51.270000,51.430000,51.430000,15531800
2019-06-14,51.340000,51.500000,49.939999,50.520000,50.520000,13100600
2019-06-17,50.380001,51.049999,50.139999,50.470001,50.470001,6846000
2019-06-18,50.849998,52.049999,50.779999,51.650002,51.650002,12212600
2019-06-19,51.500000,52.500000,51.110001,52.500000,52.500000,7920000
