Date,Open,High,Low,Close,Adj Close,Volume
2019-05-20,31.969999,33.000000,31.530001,32.709999,32.709999,8773700
2019-05-21,32.930000,34.660000,32.770000,34.320000,34.320000,13463900
2019-05-22,34.299999,34.700001,33.770000,33.980000,33.980000,7218100
2019-05-23,33.700001,34.450001,33.619999,34.340000,34.340000,8458800
2019-05-24,34.700001,34.700001,33.980000,34.200001,34.200001,7553300
2019-05-27,34.500000,35.040001,34.290001,34.709999,34.709999,4962100
2019-05-28,34.880001,36.009998,34.619999,35.740002,35.740002,19684900
2019-05-29,35.599998,36.110001,35.450001,36.110001,36.110001,9505600
2019-05-30,36.060001,36.869999,35.830002,36.700001,36.700001,7286500
2019-05-31,36.500000,37.590000,36.230000,36.570000,36.570000,13127900
2019-06-03,37.000000,37.459999,36.070000,36.500000,36.500000,9565700
2019-06-04,36.840000,36.959999,36.160000,36.349998,36.349998,6347800
2019-06-05,36.349998,36.529999,35.500000,35.919998,35.919998,8391600
2019-06-06,36.000000,37.340000,35.970001,37.299999,37.299999,8880500
2019-06-07,37.349998,37.500000,36.930000,37.090000,37.090000,4841200
2019-06-10,37.169998,37.500000,36.889999,37.250000,37.250000,5792000
2019-06-11,37.500000,38.500000,37.060001,38.020000,38.020000,11728500
2019-06-12,38.000000,38.290001,37.250000,37.639999,37.639999,15115000
2019-06-13,37.599998,38.490002,37.369999,37.759998,37.759998,15854900
2019-06-14,37.740002,37.840000,35.410000,35.750000,35.750000,28323100
2019-06-17,35.740002,36.080002,35.310001,35.500000,35.500000,17134900
2019-06-18,36.790001,38.110001,36.599998,38.110001,38.110001,18978500
2019-06-19,37.730000,38.049999,37.080002,37.389999,37.389999,20142700
